file,comp,C_succ_nodes,C_succ_edges,P_succ_nodes,P_succ_edges,Z_succ_nodes,Z_succ_edges,C_ind_nodes,C_ind_edges,P_ind_nodes,P_ind_edges,Z_ind_nodes,Z_ind_edges,C_bet_nodes,C_bet_edges,P_bet_nodes,P_bet_edges,Z_bet_nodes,Z_bet_edges
grafo5194.48.gml,0,31500,105922,16702,91124,14904,89326,123046,406544,82940,366438,76141,359639,33755,121263,17200,104708,14943,102451
grafo9705.73.gml,0,54858,190036,28458,163636,24334,159512,176246,590788,115016,529558,105314,519856,57256,208048,28800,179592,24488,175280
grafo519.12.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10002.40.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6306.42.gml,0,44648,150691,23924,129967,20393,126436,172827,571994,116330,515497,106416,505583,49406,175556,24475,150625,20817,146967
grafo5029.80.gml,0,142794,510716,69534,437456,57304,425226,386970,1313876,245052,1171958,220300,1147206,147222,547026,70258,470062,57820,457624
grafo9423.72.gml,0,87397,301640,45979,260222,39516,253759,352489,1166482,236132,1050125,217285,1031278,102510,364589,48405,310484,40413,302492
grafo5126.43.gml,0,4095,12454,2508,10867,2232,10591,22591,72928,15722,66059,14682,65019,4661,15602,2614,13555,2332,13273
grafo2827.37.gml,0,9106,28640,5436,24970,4852,24386,48204,156510,33466,141772,30994,139300,11106,36834,5690,31418,4996,30724
grafo4090.43.gml,0,40530,136042,21988,117500,18744,114256,172674,568578,116875,512779,108120,504024,46611,164207,22673,140269,19499,137095
grafo6133.39.gml,0,12411,40257,7156,35002,5977,33823,47869,157671,32287,142089,29910,139712,12711,44674,6893,38856,5943,37906
grafo11536.91.gml,0,338397,1222421,163658,1047682,135671,1019695,1091102,3668750,707860,3285508,644283,3221931,368314,1383621,168693,1184000,139892,1155199
grafo6966.45.gml,0,40372,135552,21902,117082,18636,113816,169705,559159,114776,504230,106080,495534,45562,161997,22517,138952,19400,135835
grafo6798.37.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10170.96.gml,0,170483,609683,84806,524006,70921,510121,551329,1853783,357530,1659984,326035,1628489,187667,691299,88016,591648,72791,576423
grafo845.16.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4924.62.gml,0,67568,236116,34875,203423,28634,197182,206850,695356,133891,622397,122402,610908,70984,257764,34247,221027,28782,215562
grafo1737.22.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4125.55.gml,0,46390,156209,24934,134753,21289,131108,194961,642308,132302,579649,121429,568776,53535,188595,25843,160903,22018,157078
grafo10110.97.gml,0,23010,77768,12500,67258,10664,65422,79316,263724,52493,236901,48119,232527,23683,84726,12525,73568,10659,71702
grafo4805.70.gml,0,25852,85530,14189,73867,12084,71762,104368,343736,70315,309683,64756,304124,28546,99892,14507,85853,12382,83728
grafo4200.78.gml,0,75728,265414,39347,229033,33374,223060,247390,828566,161049,742225,147524,728700,81498,295402,40033,253937,33202,247106
grafo2143.19.gml,0,2828,8310,1786,7268,1630,7112,15700,50486,10964,45750,10164,44950,3378,10678,1774,9074,1610,8910
grafo11448.91.gml,0,239362,854858,117664,733160,98038,713534,748944,2522272,482749,2256077,439519,2212847,263855,968311,121354,825810,100725,805181
grafo6470.45.gml,0,54488,180592,29570,155674,25652,151756,263341,862337,180946,779942,166979,765975,65858,231665,31549,197356,26917,192724
grafo6012.51.gml,0,127213,437538,66848,377173,57158,367483,598687,1967558,407232,1776103,375946,1744817,154887,561310,72610,479033,60996,467419
grafo9663.87.gml,0,195452,697106,97400,599054,81236,582890,674354,2256988,443291,2025925,405353,1987987,214504,795924,100465,681885,83414,664834
grafo9959.91.gml,0,75930,268744,37942,230756,32620,225434,212573,720749,136670,644846,122810,630986,77265,285276,38053,246064,32678,240689
grafo3527.41.gml,0,12624,41737,7282,36395,6235,35348,47418,156435,31687,140704,29334,138351,13174,46036,7213,40075,5981,38843
grafo886.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8330.88.gml,0,266927,960220,131063,824356,106672,799965,803015,2716770,516263,2430018,468970,2382725,285883,1070136,132273,916526,109964,894217
grafo11585.36.gml,0,7053,22248,4293,19488,3822,19017,35594,115813,24692,104911,22863,103082,8617,27975,4410,23768,3889,23247
grafo189.30.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9851.32.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo649.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5551.37.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1130.23.gml,0,20660,65718,11766,56824,10382,55440,112412,364932,78119,330639,72388,324908,25856,87379,12505,74028,10950,72473
grafo4296.55.gml,0,15630,51626,8568,44564,7642,43638,57093,188991,38570,170468,35068,166966,16151,56804,8551,49204,7631,48284
grafo448.11.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3575.41.gml,0,11799,38085,6762,33048,5975,32261,53191,173679,36410,156898,33555,154043,12841,44837,6822,38818,6001,37997
grafo8792.98.gml,0,199462,715708,96872,613118,79068,595314,569676,1930000,362623,1722947,328002,1688326,209699,783242,97937,671480,80387,653930
grafo6449.51.gml,0,12471,40565,7236,35330,6143,34237,49703,163463,33606,147366,31119,144879,13383,46073,6972,39662,6119,38809
grafo4618.80.gml,0,90422,318164,45420,273162,38700,266442,295734,990908,193181,888355,176491,871665,96537,355033,46628,305124,39571,298067
grafo11079.39.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5693.34.gml,0,2730,8142,1728,7140,1548,6960,13222,42846,9164,38788,8528,38152,2698,9282,1688,8272,1516,8100
grafo2298.13.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6551.49.gml,0,31992,109006,17000,94014,14818,91832,111613,370949,73794,333130,67411,326747,34559,121732,17197,104370,14918,102091
grafo4010.40.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo4130.57.gml,0,63845,223111,32685,191951,27701,186967,207423,694511,135807,622895,123309,610397,68463,247417,33099,212053,27929,206883
grafo126.22.gml,0,1824,5313,1156,4645,1116,4605,10198,32799,7140,29741,6650,29251,2058,6624,1152,5718,1040,5606
grafo1884.16.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7579.58.gml,0,22504,75488,12390,65374,10440,63424,82288,272280,54756,244748,50258,240250,24038,84412,12520,72894,10498,70872
grafo9938.38.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5788.64.gml,0,18983,63085,10423,54525,8950,53052,70113,231969,47113,208969,43292,205148,20097,70439,10317,60659,9002,59344
grafo8400.81.gml,0,146048,518709,72341,445002,59945,432606,448238,1511605,291001,1354368,263198,1326565,155701,575704,74029,494032,61094,481097
grafo2327.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1715.22.gml,0,7663,23499,4553,20389,4028,19864,41497,134159,28855,121517,26814,119476,8965,30123,4579,25737,4072,25230
grafo3105.25.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9568.65.gml,0,101306,354110,52204,305008,43736,296540,353808,1182134,233493,1061819,213349,1041675,113635,408332,53839,348536,44991,339688
grafo7927.70.gml,0,181272,649892,89060,557680,74158,542778,518786,1760436,330909,1572559,300460,1542110,190851,709246,90989,609384,75387,593782
grafo4148.78.gml,0,107032,373444,55356,321768,45300,311712,382134,1271810,252018,1141694,230826,1120502,117244,428834,56038,367628,46858,358448
grafo11277.34.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo267.11.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1235.67.gml,0,61030,207742,32225,178937,27459,174171,240827,796371,161530,717074,148529,704073,68413,245640,33580,210807,28535,205762
grafo333.19.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5356.39.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10312.91.gml,0,50118,173408,26455,149745,22521,145811,164877,550587,107681,493391,98424,484134,52502,190861,26148,164507,22157,160516
grafo9799.70.gml,0,212016,753936,105902,647822,87906,629826,729576,2443336,478984,2192744,436742,2150502,238108,873533,109772,745197,91597,727022
grafo11571.38.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3497.37.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8479.74.gml,0,19101,64450,10449,55798,8902,54251,65541,217420,43277,195156,39726,191605,19131,69122,10433,60424,8890,58881
grafo4601.56.gml,0,18403,60779,10143,52519,8826,51202,70903,233461,47789,210347,43660,206218,19561,68617,10251,59307,8902,57958
grafo3838.45.gml,0,9244,29324,5316,25396,4726,24806,40279,131313,27618,118652,25376,116410,9743,33756,5334,29347,4713,28726
grafo1024.20.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo11589.32.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1126.10.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1988.25.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8396.85.gml,0,89384,309707,46084,266407,39300,259623,313435,1045930,207634,940129,189056,921551,98610,355150,47238,303778,39888,296428
grafo1699.21.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7603.45.gml,0,96762,334410,51032,288680,43582,281230,404516,1336300,272650,1204434,250744,1182528,113826,407506,53582,347262,45260,338940
grafo1862.24.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo7660.59.gml,0,52238,177362,27770,152894,23872,148996,215442,710568,145387,640513,133699,628825,60472,213261,29028,181817,24701,177490
grafo10837.95.gml,0,124360,444258,61310,381208,50314,370212,334964,1137314,210450,1012800,191154,993504,127408,473974,62146,408712,51030,397596
grafo5393.73.gml,0,66971,231186,34749,198964,29219,193434,251387,833352,168339,750304,154023,735988,74261,267228,35601,228568,30095,223062
grafo925.21.gml,0,11520,36814,6844,32138,5682,30976,61038,197108,42766,178836,39824,175894,12228,42878,6470,37120,5692,36342
grafo10795.32.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3319.39.gml,0,28672,95268,15835,82431,13048,79644,122588,401934,83303,362649,77090,356436,30258,109412,15819,94973,13316,92470
grafo1089.23.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10864.99.gml,0,350774,1274185,170756,1094167,139551,1062962,1071838,3625845,686778,3240785,625075,3179082,388181,1442681,177887,1232387,145135,1199635
grafo10163.93.gml,0,123005,437005,61687,375687,52357,366357,401508,1346804,262543,1207839,238654,1183950,133475,490358,62974,419857,52748,409631
grafo6330.39.gml,0,14750,46640,8424,40314,7464,39354,79022,256448,55063,232489,50941,228367,17249,59725,8880,51356,7728,50204
grafo6249.50.gml,0,40540,136102,21576,117138,18364,113926,157896,520762,105418,468284,97122,459988,45692,159614,22306,136228,18910,132832
grafo9506.70.gml,0,52582,177714,28182,153314,23966,149098,220516,725328,149568,654380,137208,642020,58324,210186,28920,180782,24780,176642
grafo3998.48.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo761.13.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10326.93.gml,0,160856,575092,80156,494392,66276,480512,518774,1744222,338050,1563498,307674,1533122,177380,650200,82080,554900,68096,540916
grafo7897.74.gml,0,31146,104548,16590,89992,14802,88204,121608,402010,81912,362314,75172,355574,34054,120876,16972,103794,14698,101520
grafo4648.59.gml,0,18921,62751,10439,54269,8864,52694,67962,225148,45533,202719,41784,198970,19229,68720,10095,59586,8896,58387
grafo8359.72.gml,0,24413,80694,13573,69854,11474,67755,96995,319406,65155,287566,60014,282425,26131,92584,13609,80062,11576,78029
grafo3136.56.gml,0,108362,374084,56858,322580,48144,313866,456019,1505833,307991,1357805,282595,1332409,128149,458998,59969,390818,50520,381369
grafo2218.13.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6440.49.gml,0,21566,70024,11950,60408,10410,58868,98510,321862,67633,290985,62242,285594,24042,84439,12377,72774,10764,71161
grafo11011.100.gml,0,253978,906227,126549,778798,104580,756829,884690,2962097,579733,2657140,529836,2607243,286170,1058255,132383,904468,109328,881413
grafo161.31.gml,0,5722,17556,3390,15224,2992,14826,28686,92908,19950,84172,18420,82642,6256,21234,3414,18392,3032,18010
grafo8701.90.gml,0,301594,1092589,146094,937089,121005,912000,854628,2904105,542586,2592063,490573,2540050,327300,1208989,149276,1030965,121811,1003500
grafo1848.18.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6210.49.gml,0,23150,77908,12500,67258,10524,65282,79176,263584,52353,236761,47979,232387,23823,84866,12525,73568,10519,71562
grafo297.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3102.34.gml,0,5468,16736,3300,14568,2918,14186,29136,94280,20388,85532,18848,83992,6122,20794,3344,18016,2972,17644
grafo7203.57.gml,0,125886,438834,64402,377350,53574,366522,479387,1591341,319934,1431888,293004,1404958,142750,519307,67199,443756,56049,432606
grafo3909.92.gml,0,185580,663638,91700,569758,76240,554298,572982,1933860,369644,1730522,337064,1697942,200048,740362,94394,634708,78062,618376
grafo3554.37.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo981.16.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2941.38.gml,0,28956,97916,15748,84708,14000,82960,110414,365242,74140,328968,67978,322806,31142,111176,16022,96056,14096,94130
grafo8151.76.gml,0,36696,125397,19390,108091,16261,104962,118790,396269,77696,355175,71175,348654,36480,134455,19364,117339,16289,114264
grafo5735.77.gml,0,70668,243524,36484,209340,30444,203300,250928,833976,165894,748942,151351,734399,77879,279089,37196,238406,31074,232284
grafo7867.60.gml,0,16524,55380,8772,47628,7800,46656,54372,180596,36012,162236,32960,159184,16348,58524,8668,50844,7728,49904
grafo4776.65.gml,0,111016,379722,58187,326893,49656,318362,506781,1665085,346034,1504338,318773,1477077,131324,472204,61000,401880,51828,392708
grafo7997.71.gml,0,74932,255412,39510,219990,33306,213786,323967,1063843,220862,960738,203483,943359,84648,303928,40083,259363,33840,253120
grafo5215.39.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo115.30.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2219.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6994.46.gml,0,35219,118694,19046,102521,16056,99531,124859,415020,83086,373247,76206,366367,36631,132106,18980,114455,16192,111667
grafo5849.57.gml,0,87550,301496,46084,260030,39004,252950,396222,1302968,269397,1176143,248583,1155329,103145,373613,48596,319064,41203,311671
grafo6162.44.gml,0,16362,52758,9530,45926,8034,44430,87530,283718,61384,257572,56716,252904,18896,65118,9482,55704,8290,54512
grafo8435.87.gml,0,31992,109006,16968,93982,14818,91832,111613,370949,73794,333130,67411,326747,34591,121764,17101,104274,14854,102027
grafo1474.52.gml,0,55405,187016,29772,161383,25693,157304,227949,752338,153894,678283,141459,665848,64101,225470,30582,191951,26077,187446
grafo551.23.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2837.25.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3291.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9716.64.gml,0,35625,120086,19304,103765,16292,100753,131297,435290,87593,391586,80409,384402,37813,135839,19309,117335,16632,114658
